"dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","episodes","censored","model","C","M","a","active","uniform","fam_context","cell_elapsed_secs","sweep","active_prob","active_policy","choice_k_label"
126,264,433,588,768,946,1123,1310,1505,1675,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,282,422,578,757,943,1116,1315,1505,1687,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
137,280,431,618,796,964,1146,1323,1518,1694,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,300,449,604,803,969,1155,1344,1517,1696,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,257,424,601,778,927,1124,1307,1491,1674,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,264,423,598,770,967,1166,1356,1557,1726,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,270,424,611,774,957,1159,1347,1551,1739,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
140,303,459,616,820,997,1195,1394,1597,1760,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,274,437,599,764,937,1138,1331,1504,1671,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
136,280,437,586,741,905,1082,1263,1455,1621,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,272,429,603,768,943,1124,1303,1499,1679,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,268,424,588,765,942,1137,1348,1553,1714,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,288,451,608,770,963,1159,1376,1575,1760,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,273,438,596,769,951,1138,1326,1528,1717,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,263,410,577,754,933,1126,1310,1521,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,268,423,569,767,963,1139,1337,1551,1742,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,290,458,631,804,992,1170,1358,1568,1735,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,280,443,601,776,963,1150,1331,1527,1698,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,278,449,633,796,984,1205,1398,1612,1779,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,267,411,587,768,953,1157,1349,1518,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,269,411,567,721,907,1098,1288,1459,1617,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,273,441,595,749,918,1100,1288,1497,1683,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,283,431,591,743,912,1121,1316,1504,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,267,419,580,765,949,1118,1302,1507,1673,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,271,439,583,756,944,1127,1311,1476,1678,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,263,433,604,751,920,1090,1286,1464,1653,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,279,434,598,771,930,1110,1291,1503,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,275,430,586,766,948,1122,1307,1499,1690,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,277,438,616,792,969,1149,1338,1516,1666,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,265,429,584,758,922,1125,1319,1518,1665,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,282,443,596,776,968,1154,1367,1569,1758,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,270,419,569,729,893,1117,1303,1514,1699,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,285,444,609,796,961,1149,1315,1523,1713,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,278,430,598,762,944,1149,1336,1536,1698,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,273,442,598,789,961,1137,1314,1512,1720,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,279,440,614,785,966,1153,1347,1547,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
143,279,442,612,782,971,1189,1378,1578,1773,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,276,436,600,773,963,1130,1313,1500,1670,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,259,427,594,775,963,1157,1355,1550,1720,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,265,413,580,734,904,1079,1274,1477,1655,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,261,419,584,761,946,1147,1331,1525,1704,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,277,425,585,779,969,1153,1347,1546,1707,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,284,440,611,772,970,1147,1342,1522,1695,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,274,432,590,743,918,1111,1294,1478,1671,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,267,409,586,753,943,1129,1310,1484,1672,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,278,436,602,757,950,1108,1303,1505,1696,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,266,412,582,761,949,1133,1324,1526,1738,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,268,412,565,748,946,1118,1301,1467,1630,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,289,436,591,769,940,1118,1297,1510,1708,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,271,431,586,758,935,1105,1282,1464,1655,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
114,244,397,549,724,900,1082,1274,1471,1673,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,265,409,579,758,932,1123,1328,1506,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,263,419,575,738,899,1080,1269,1442,1617,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,259,418,573,751,948,1138,1350,1574,1738,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,276,429,598,797,973,1162,1364,1577,1758,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
139,285,443,602,781,966,1177,1358,1570,1776,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,289,442,606,794,988,1164,1351,1549,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,282,457,619,799,973,1134,1333,1523,1670,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,275,433,598,755,923,1117,1304,1521,1727,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,275,427,587,778,961,1160,1375,1571,1749,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,264,440,606,774,951,1132,1316,1532,1703,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,283,444,601,784,965,1148,1328,1507,1681,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,263,419,578,771,974,1143,1322,1527,1696,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,279,439,628,789,994,1150,1311,1531,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,272,415,588,769,953,1110,1294,1477,1672,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,282,445,601,787,977,1156,1353,1562,1744,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
136,283,441,592,773,945,1113,1277,1460,1639,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
140,292,464,618,811,1000,1195,1386,1550,1726,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,293,452,615,788,965,1137,1327,1511,1683,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,256,409,561,753,935,1130,1323,1516,1711,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
117,275,461,628,795,998,1180,1360,1563,1722,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,276,430,598,770,955,1141,1338,1553,1724,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,258,415,575,747,917,1127,1299,1495,1661,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,274,444,596,775,956,1149,1342,1528,1705,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,273,470,633,809,978,1147,1328,1500,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,276,422,599,760,913,1103,1295,1472,1664,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
117,265,423,582,759,920,1101,1298,1488,1680,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,279,439,615,788,969,1159,1331,1522,1697,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,260,443,595,780,969,1157,1355,1540,1745,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,271,407,575,760,930,1107,1293,1465,1647,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
139,307,486,643,825,991,1191,1368,1559,1741,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
118,258,430,589,750,943,1124,1289,1504,1667,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,274,431,604,779,959,1152,1325,1518,1693,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,264,419,583,768,939,1112,1292,1510,1676,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,267,428,589,767,953,1148,1327,1533,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,257,426,598,773,979,1182,1371,1555,1734,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,271,436,602,779,964,1163,1375,1577,1767,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,260,418,585,762,943,1114,1311,1491,1680,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,284,441,596,768,959,1157,1345,1515,1691,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,258,412,565,749,912,1084,1276,1460,1635,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
138,285,440,606,778,955,1145,1332,1530,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,271,422,588,778,966,1121,1323,1519,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,261,430,602,776,969,1173,1367,1558,1744,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,281,454,629,796,959,1156,1348,1554,1750,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,288,455,612,794,962,1158,1348,1540,1713,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,279,427,602,766,933,1128,1304,1489,1664,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,272,413,572,759,941,1144,1337,1508,1683,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,271,425,592,752,931,1112,1293,1480,1657,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,288,452,610,768,944,1139,1315,1513,1686,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
122,266,434,604,768,950,1128,1297,1485,1662,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,283,437,594,763,934,1127,1333,1536,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,274,447,625,817,999,1216,1411,1597,1791,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,289,455,629,814,978,1174,1356,1551,1719,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,296,444,611,796,954,1152,1367,1558,1755,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,274,427,597,765,946,1136,1325,1512,1701,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,275,431,589,765,934,1119,1299,1483,1657,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,268,415,581,736,900,1094,1291,1475,1647,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,273,439,596,777,950,1153,1320,1535,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,275,432,585,764,966,1147,1349,1536,1702,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,277,412,594,762,945,1122,1298,1495,1665,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,271,436,602,760,933,1125,1283,1465,1656,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,273,430,614,797,976,1180,1346,1512,1669,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,263,425,582,757,942,1140,1309,1511,1699,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,252,431,601,765,936,1119,1304,1486,1681,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
138,297,434,608,768,946,1122,1298,1508,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
148,283,436,578,748,944,1119,1307,1516,1675,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,269,410,584,736,927,1091,1271,1452,1635,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
137,272,426,577,741,908,1097,1272,1469,1654,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,266,419,577,737,924,1123,1303,1468,1654,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,265,424,588,777,952,1129,1312,1489,1664,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,267,432,600,789,975,1155,1330,1518,1663,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
114,260,418,584,771,937,1133,1328,1513,1700,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,287,434,592,774,957,1146,1310,1543,1721,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,284,444,600,774,964,1161,1353,1568,1758,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,280,439,612,811,1006,1186,1367,1553,1721,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,286,452,611,794,984,1179,1373,1559,1727,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,258,424,588,764,940,1134,1355,1549,1732,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,286,475,628,802,979,1138,1331,1528,1699,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,283,452,615,820,996,1191,1379,1576,1750,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
119,272,416,579,762,934,1099,1280,1480,1655,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,296,473,615,770,951,1123,1292,1495,1663,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,288,459,606,768,939,1130,1304,1490,1683,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,279,438,610,788,946,1150,1330,1533,1708,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,279,424,602,774,940,1127,1302,1490,1644,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,294,480,645,812,972,1166,1351,1545,1754,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,256,407,567,748,914,1092,1277,1454,1638,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
129,281,435,595,757,911,1114,1317,1507,1692,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
134,273,429,593,762,933,1120,1313,1507,1675,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
128,278,425,592,769,959,1135,1350,1547,1743,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,300,457,621,780,950,1134,1330,1523,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,262,420,578,755,920,1097,1296,1485,1670,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,261,429,591,759,913,1096,1289,1477,1650,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,263,421,586,769,944,1133,1312,1493,1667,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,291,455,613,774,966,1148,1332,1540,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,285,445,591,766,934,1134,1328,1517,1692,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,266,435,604,769,954,1131,1306,1503,1700,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,270,444,614,777,954,1164,1350,1547,1726,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
132,276,452,608,782,962,1135,1325,1514,1716,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,281,457,646,829,1014,1188,1380,1566,1747,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
135,282,438,605,813,988,1167,1357,1541,1718,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,260,406,574,753,935,1103,1281,1469,1657,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,271,428,593,769,938,1119,1316,1539,1719,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
131,282,440,599,782,980,1186,1399,1585,1770,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
138,282,431,594,757,930,1100,1283,1467,1670,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
133,286,445,616,788,965,1134,1319,1512,1712,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,270,437,614,775,941,1129,1323,1512,1706,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,288,456,615,783,979,1164,1364,1560,1729,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,259,407,582,778,963,1139,1347,1536,1728,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
127,267,406,558,735,913,1101,1305,1532,1684,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
130,267,425,583,756,949,1152,1381,1557,1768,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
124,270,436,599,757,914,1100,1281,1472,1682,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
126,280,421,592,757,919,1106,1298,1484,1665,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,268,425,596,753,930,1132,1307,1502,1706,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
121,270,449,619,793,989,1197,1367,1555,1749,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
120,270,437,625,800,990,1165,1375,1559,1727,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
115,280,451,634,799,992,1195,1378,1582,1744,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,259,433,604,769,939,1131,1325,1512,1709,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
125,261,420,571,747,934,1141,1329,1511,1698,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
123,280,443,590,746,933,1100,1271,1446,1606,0,"rankedfreq",10,1000,1,"Passive","Zipfian","Random",36.841344833374,"active_prob",0.5,"unknown","Inf"
