scene,rater1,rater2,rater3,rater4,rater5,mean,variance,,,,,
roof                         ,2,2,2,2,2,2,0,,,,,
rubble                       ,2,2,2,2,2,2,0,,,,,
supply_chamber               ,2,2,2,2,2,2,0,,,,,
threshing_floor              ,2,2,2,2,2,2,0,,,,,
toll_plaza                   ,2,2,2,2,2,2,0,,,,,
trellis                      ,2,2,2,2,2,2,0,,,,,
tundra                       ,2,2,2,2,2,2,0,,,,,
waterfall/cataract           ,2,2,2,2,2,2,0,,,,,
whispering_gallery           ,2,2,2,2,2,2,0,,,,,
workroom                     ,2,2,2,2,2,2,0,,,,,
badlands                     ,2,2,2,1,3,2,0.5,,,,,
beer_hall                    ,2,2,2,1,3,2,0.5,,,,,
bindery                      ,2,2,2,1,3,2,0.5,,,,,
cliff                        ,1,2,2,3,2,2,0.5,,,,,
earth_fissure                ,1,2,2,3,2,2,0.5,,,,,
embrasure                    ,3,2,2,1,2,2,0.5,,,,,
firing_range/outdoor         ,1,2,2,3,2,2,0.5,,,,,
flood                        ,1,2,2,3,2,2,0.5,,,,,
guardhouse                   ,2,2,3,1,2,2,0.5,,,,,
guardroom                    ,2,2,3,1,2,2,0.5,,,,,
head_shop                    ,3,2,2,1,2,2,0.5,,,,,
levee                        ,3,2,2,1,2,2,0.5,,,,,
loading_dock                 ,2,2,3,1,2,2,0.5,,,,,
lock_chamber                 ,3,2,2,1,2,2,0.5,,,,,
overpass                     ,1,2,3,2,2,2,0.5,,,,,
sacristy                     ,3,2,2,1,2,2,0.5,,,,,
sanatorium                   ,3,2,2,1,2,2,0.5,,,,,
sand_trap                    ,3,2,2,1,2,2,0.5,,,,,
server_room                  ,2,1,2,2,3,2,0.5,,,,,
shipping_room                ,3,2,2,1,2,2,0.5,,,,,
sinkhole                     ,2,2,2,1,3,2,0.5,,,,,
starting_gate                ,3,2,2,1,2,2,0.5,,,,,
stateroom                    ,3,2,2,1,2,2,0.5,,,,,
streetcar_track              ,2,2,3,1,2,2,0.5,,,,,
sugar_refinery               ,3,2,2,1,2,2,0.5,,,,,
tidal_basin                  ,2,2,3,1,2,2,0.5,,,,,
tiltyard                     ,3,2,2,1,2,2,0.5,,,,,
train_railway                ,3,2,2,1,2,2,0.5,,,,,
turkish_bath                 ,3,2,2,1,2,2,0.5,,,,,
watchtower                   ,1,2,3,2,2,2,0.5,,,,,
water_gate                   ,1,2,3,2,2,2,0.5,,,,,
waterfall/plunge             ,1,2,2,3,2,2,0.5,,,,,
widows_walk/exterior         ,1,2,3,2,2,2,0.5,,,,,
widows_walk/interior         ,1,2,3,2,2,2,0.5,,,,,
ice_floe                     ,1,3,2,1,3,2,1,,,,,
menhir                       ,3,1,3,2,1,2,1,,,,,
office_building              ,3,1,2,3,1,2,1,,,,,
palisade                     ,3,1,3,2,1,2,1,,,,,
aircraft_carrier_object      ,1,1,1,2,5,2,3,,,,,
bank_vault                   ,1,2,1,1,5,2,3,,,,,
auto_racing_paddock          ,2,2,1,2,2,1.8,0.2,,,,,
battlement                   ,2,2,1,2,2,1.8,0.2,,,,,
bookbindery                  ,2,2,2,1,2,1.8,0.2,,,,,
brewery/outdoor              ,2,2,2,1,2,1.8,0.2,,,,,
casino/indoor                ,2,2,2,1,2,1.8,0.2,,,,,
casino/outdoor               ,2,2,2,1,2,1.8,0.2,,,,,
cloakroom/booth              ,2,2,2,1,2,1.8,0.2,,,,,
factory/indoor               ,2,2,2,1,2,1.8,0.2,,,,,
factory/outdoor              ,2,2,2,1,2,1.8,0.2,,,,,
furnace_room                 ,2,2,2,1,2,1.8,0.2,,,,,
garbage_dump                 ,2,2,2,1,2,1.8,0.2,,,,,
landfill                     ,2,2,1,2,2,1.8,0.2,,,,,
launchpad                    ,2,2,2,1,2,1.8,0.2,,,,,
lumberyard/indoor            ,2,2,2,1,2,1.8,0.2,,,,,
lumberyard/outdoor           ,2,2,2,1,2,1.8,0.2,,,,,
machine_shop                 ,2,2,2,1,2,1.8,0.2,,,,,
saloon                       ,2,2,2,1,2,1.8,0.2,,,,,
salt_plain                   ,2,2,2,1,2,1.8,0.2,,,,,
sky                          ,2,2,2,1,2,1.8,0.2,,,,,
steam_plant/outdoor          ,2,2,2,1,2,1.8,0.2,,,,,
tannery                      ,2,2,2,1,2,1.8,0.2,,,,,
tidal_river                  ,2,2,2,1,2,1.8,0.2,,,,,
tollbooth                    ,2,2,2,1,2,1.8,0.2,,,,,
tollgate                     ,2,2,2,1,2,1.8,0.2,,,,,
trading_floor                ,2,2,1,2,2,1.8,0.2,,,,,
tunnel/waterway              ,2,2,2,1,2,1.8,0.2,,,,,
underwater/ocean_deep        ,2,2,2,1,2,1.8,0.2,,,,,
vat                          ,2,2,2,1,2,1.8,0.2,,,,,
viaduct                      ,2,2,2,1,2,1.8,0.2,,,,,
warehouse/outdoor            ,2,2,2,1,2,1.8,0.2,,,,,
witness_stand                ,2,2,1,2,2,1.8,0.2,,,,,
army_base                    ,1,2,2,2,2,1.8,0.2,,,,,
catwalk                      ,1,2,2,2,2,1.8,0.2,,,,,
elevated_catwalk             ,1,2,2,2,2,1.8,0.2,,,,,
firing_range/indoor          ,1,2,2,2,2,1.8,0.2,,,,,
railroad_track               ,1,2,2,2,2,1.8,0.2,,,,,
rolling_mill                 ,1,2,2,2,2,1.8,0.2,,,,,
thunderhead                  ,1,2,2,2,2,1.8,0.2,,,,,
tunnel/road_indoor           ,1,2,2,2,2,1.8,0.2,,,,,
tunnel/road_outdoor          ,1,2,2,2,2,1.8,0.2,,,,,
utility_room                 ,1,2,2,2,2,1.8,0.2,,,,,
volcano                      ,1,2,2,2,2,1.8,0.2,,,,,
waterfall/frozen             ,1,2,2,2,2,1.8,0.2,,,,,
windstorm                    ,1,2,2,2,2,1.8,0.2,,,,,
bathyscape                   ,3,1,2,1,2,1.8,0.7,,,,,
betting_shop                 ,2,1,2,1,3,1.8,0.7,,,,,
biology_laboratory           ,1,2,1,2,3,1.8,0.7,,,,,
forklift                     ,3,2,1,1,2,1.8,0.7,,,,,
ghost_town                   ,2,1,2,3,1,1.8,0.7,,,,,
lair                         ,3,2,1,1,2,1.8,0.7,,,,,
naval_base                   ,3,1,2,2,1,1.8,0.7,,,,,
newsroom                     ,3,1,2,2,1,1.8,0.7,,,,,
office                       ,3,1,2,2,1,1.8,0.7,,,,,
office_cubicles              ,3,1,2,2,1,1.8,0.7,,,,,
orchestra_pit                ,2,1,2,3,1,1.8,0.7,,,,,
oyster_bar                   ,3,1,2,2,1,1.8,0.7,,,,,
retaining_wall               ,3,1,2,2,1,1.8,0.7,,,,,
sawmill                      ,2,1,2,1,3,1.8,0.7,,,,,
sewer                        ,2,1,1,2,3,1.8,0.7,,,,,
wet_bar                      ,1,2,2,1,3,1.8,0.7,,,,,
irrigation_ditch             ,3,1,3,1,1,1.8,1.2,,,,,
barrack                      ,1,2,1,1,4,1.8,1.7,,,,,
armory                       ,1,2,2,1,2,1.6,0.3,,,,,
auto_factory                 ,1,2,2,1,2,1.6,0.3,,,,,
bell_foundry                 ,1,2,1,2,2,1.6,0.3,,,,,
burial_chamber               ,1,2,1,2,2,1.6,0.3,,,,,
crane                        ,1,2,2,1,2,1.6,0.3,,,,,
discotheque                  ,2,1,2,2,1,1.6,0.3,,,,,
distillery                   ,1,2,2,1,2,1.6,0.3,,,,,
elevator/freight_elevator    ,2,1,2,2,1,1.6,0.3,,,,,
engine_room                  ,2,1,2,2,1,1.6,0.3,,,,,
excavation                   ,2,1,2,2,1,1.6,0.3,,,,,
ferryboat/cargo_deck         ,2,1,2,2,1,1.6,0.3,,,,,
fire_escape                  ,2,1,2,2,1,1.6,0.3,,,,,
firebreak                    ,2,1,2,2,1,1.6,0.3,,,,,
iceberg                      ,1,2,2,1,2,1.6,0.3,,,,,
incinerator/indoor           ,1,2,2,1,2,1.6,0.3,,,,,
incinerator/outdoor          ,1,2,2,1,2,1.6,0.3,,,,,
industrial_area              ,2,2,1,1,2,1.6,0.3,,,,,
industrial_park              ,2,2,1,1,2,1.6,0.3,,,,,
kasbah                       ,2,2,1,1,2,1.6,0.3,,,,,
landing_strip                ,2,1,2,2,1,1.6,0.3,,,,,
military_headquarters        ,2,1,2,2,1,1.6,0.3,,,,,
military_hospital            ,2,1,2,2,1,1.6,0.3,,,,,
morgue                       ,1,2,2,1,2,1.6,0.3,,,,,
ossuary                      ,2,1,2,2,1,1.6,0.3,,,,,
quicksand                    ,1,2,2,1,2,1.6,0.3,,,,,
railway_yard                 ,2,1,2,2,1,1.6,0.3,,,,,
recycling_plant/indoor       ,2,1,2,2,1,1.6,0.3,,,,,
recycling_plant/outdoor      ,2,1,2,2,1,1.6,0.3,,,,,
runway                       ,1,2,2,1,2,1.6,0.3,,,,,
strip_mine                   ,2,2,1,1,2,1.6,0.3,,,,,
submarine_interior           ,2,1,2,2,1,1.6,0.3,,,,,
tobacco_shop/indoor          ,2,2,1,1,2,1.6,0.3,,,,,
trench                       ,2,1,2,2,1,1.6,0.3,,,,,
tunnel/rail_indoor           ,1,2,2,1,2,1.6,0.3,,,,,
tunnel/rail_outdoor          ,1,2,2,1,2,1.6,0.3,,,,,
ventilation_shaft            ,1,2,2,1,2,1.6,0.3,,,,,
walk_in_freezer              ,1,2,2,1,2,1.6,0.3,,,,,
warehouse/indoor             ,1,2,2,1,2,1.6,0.3,,,,,
water_tower                  ,1,2,1,2,2,1.6,0.3,,,,,
wine_cellar/barrel_storage   ,2,2,1,1,2,1.6,0.3,,,,,
call_center                  ,2,1,3,1,1,1.6,0.8,,,,,
cardroom                     ,3,1,2,1,1,1.6,0.8,,,,,
drainage_ditch               ,2,1,3,1,1,1.6,0.8,,,,,
juke_joint                   ,3,1,2,1,1,1.6,0.8,,,,,
paper_mill                   ,2,1,3,1,1,1.6,0.8,,,,,
tomb                         ,3,1,1,2,1,1.6,0.8,,,,,
watering_hole                ,1,1,3,2,1,1.6,0.8,,,,,
airlock                      ,1,2,1,1,2,1.4,0.3,,,,,
assembly_line                ,1,2,1,1,2,1.4,0.3,,,,,
assembly_plant               ,1,2,1,1,2,1.4,0.3,,,,,
auto_mechanics/indoor        ,1,2,1,1,2,1.4,0.3,,,,,
auto_mechanics/outdoor       ,1,2,1,1,2,1.4,0.3,,,,,
bar                          ,2,1,1,1,2,1.4,0.3,,,,,
brewery/indoor               ,2,1,2,1,1,1.4,0.3,,,,,
control_room                 ,1,2,1,1,2,1.4,0.3,,,,,
electrical_substation        ,1,2,1,1,2,1.4,0.3,,,,,
fire_trench                  ,2,1,2,1,1,1.4,0.3,,,,,
foundry/indoor               ,1,2,1,1,2,1.4,0.3,,,,,
foundry/outdoor              ,1,2,1,1,2,1.4,0.3,,,,,
gun_store                    ,1,1,2,2,1,1.4,0.3,,,,,
insane_asylum                ,1,2,1,1,2,1.4,0.3,,,,,
legislative_chamber          ,2,1,2,1,1,1.4,0.3,,,,,
military_hut                 ,2,1,2,1,1,1.4,0.3,,,,,
military_tent                ,2,1,2,1,1,1.4,0.3,,,,,
packaging_plant              ,2,1,2,1,1,1.4,0.3,,,,,
physics_laboratory           ,1,1,2,2,1,1.4,0.3,,,,,
power_plant/indoor           ,2,1,2,1,1,1.4,0.3,,,,,
power_plant/outdoor          ,2,1,2,1,1,1.4,0.3,,,,,
pump_room                    ,2,1,2,1,1,1.4,0.3,,,,,
steel_mill/indoor            ,2,1,2,1,1,1.4,0.3,,,,,
steel_mill/outdoor           ,2,1,2,1,1,1.4,0.3,,,,,
tap_house                    ,2,1,2,1,1,1.4,0.3,,,,,
voting_booth                 ,2,1,2,1,1,1.4,0.3,,,,,
war_room                     ,1,2,1,1,2,1.4,0.3,,,,,
wine_cellar/bottle_storage   ,1,2,1,1,2,1.4,0.3,,,,,
battlefield                  ,1,1,1,1,3,1.4,0.8,,,,,
gasworks                     ,3,1,1,1,1,1.4,0.8,,,,,
manhole                      ,3,1,1,1,1,1.4,0.8,,,,,
chemistry_lab                ,1,1,1,2,1,1.2,0.2,,,,,
forest_fire                  ,1,1,1,2,1,1.2,0.2,,,,,
gun_deck/indoor              ,1,1,2,1,1,1.2,0.2,,,,,
gun_deck/outdoor             ,1,1,2,1,1,1.2,0.2,,,,,
jail/indoor                  ,1,1,1,2,1,1.2,0.2,,,,,
jail/outdoor                 ,1,1,1,2,1,1.2,0.2,,,,,
mine                         ,1,1,2,1,1,1.2,0.2,,,,,
particle_accelerator         ,1,1,2,1,1,1.2,0.2,,,,,
cocktail_lounge              ,2,1,1,1,1,1.2,0.2,,,,,
gas_well                     ,2,1,1,1,1,1.2,0.2,,,,,
jury_box                     ,2,1,1,1,1,1.2,0.2,,,,,
liquor_store/indoor          ,2,1,1,1,1,1.2,0.2,,,,,
liquor_store/outdoor         ,2,1,1,1,1,1.2,0.2,,,,,
nightclub                    ,2,1,1,1,1,1.2,0.2,,,,,
nuclear_power_plant/indoor   ,2,1,1,1,1,1.2,0.2,,,,,
nuclear_power_plant/outdoor  ,2,1,1,1,1,1.2,0.2,,,,,
nuclear_submarine/outdoor    ,2,1,1,1,1,1.2,0.2,,,,,
cargo_container_interior     ,1,1,1,1,1,1,0,,,,,
cargo_deck/airplane          ,1,1,1,1,1,1,0,,,,,
cargo_deck/boat              ,1,1,1,1,1,1,0,,,,,
cargo_helicopter             ,1,1,1,1,1,1,0,,,,,
chemical_plant               ,1,1,1,1,1,1,0,,,,,
construction_site            ,1,1,1,1,1,1,0,,,,,
control_tower/indoor         ,1,1,1,1,1,1,0,,,,,
control_tower/outdoor        ,1,1,1,1,1,1,0,,,,,
drill_rig                    ,1,1,1,1,1,1,0,,,,,
elevator_shaft               ,1,1,1,1,1,1,0,,,,,
gallows                      ,1,1,1,1,1,1,0,,,,,
jail_cell                    ,1,1,1,1,1,1,0,,,,,
lava_flow                    ,1,1,1,1,1,1,0,,,,,
mineshaft                    ,1,1,1,1,1,1,0,,,,,
oil_refinery/indoor          ,1,1,1,1,1,1,0,,,,,
oil_refinery/outdoor         ,1,1,1,1,1,1,0,,,,,
oil_well                     ,1,1,1,1,1,1,0,,,,,
oilrig                       ,1,1,1,1,1,1,0,,,,,
torture_chamber              ,1,1,1,1,1,1,0,,,,,
water_treatment_plant/indoor ,1,1,1,1,1,1,0,,,,,
water_treatment_plant/outdoor,1,1,1,1,1,1,0,,,,,
